longitude,latitude,housing_median_age,rooms,population,households,median_income,ocean_proximity,median_house_value
-118.02,34.14,34,"{total_rooms: 1077, total_bedrooms: 257 }",478,199,2.6316,INLAND,252800
-118.02,34.13,32,"{total_rooms: 3308, total_bedrooms: 718 }",1803,667,3.9464,INLAND,273600
-118.03,34.14,31,"{total_rooms: 4353, total_bedrooms: 1117 }",2338,1037,3.0727,INLAND,242600
-118.01,34.13,36,"{total_rooms: 1332, total_bedrooms: 217 }",648,203,4.7159,INLAND,365900
-118.02,34.13,33,"{total_rooms: 2874, total_bedrooms: 458 }",1239,431,5.2329,INLAND,430900
-118.02,34.13,34,"{total_rooms: 1966, total_bedrooms: 319 }",980,297,7.7307,INLAND,429000
-118.03,34.13,33,"{total_rooms: 2352, total_bedrooms: 373 }",995,359,4.9583,INLAND,445700
-118.02,34.12,37,"{total_rooms: 2250, total_bedrooms: 360 }",989,329,6.1536,INLAND,366000
-118.02,34.11,35,"{total_rooms: 2454, total_bedrooms: 458 }",1110,435,3.8029,INLAND,414800
-118.02,34.12,36,"{total_rooms: 1471, total_bedrooms: 246 }",751,230,5.4555,INLAND,395100
-118.02,34.12,38,"{total_rooms: 1778, total_bedrooms: 288 }",870,281,6.5784,INLAND,408500
-118.03,34.11,34,"{total_rooms: 2837, total_bedrooms: 460 }",1344,458,6.5722,INLAND,437400
-118.01,34.14,20,"{total_rooms: 3350, total_bedrooms: 831 }",1816,744,2.8352,INLAND,161700
-118.01,34.14,23,"{total_rooms: 3425, total_bedrooms: 754 }",2202,729,3.52,INLAND,187300
-118.02,34.14,31,"{total_rooms: 6854, total_bedrooms: 1578 }",4131,1524,3.5878,INLAND,222800
-117.99,34.15,44,"{total_rooms: 2492, total_bedrooms: 611 }",1951,596,3.1304,INLAND,185600
-118,34.15,43,"{total_rooms: 2583, total_bedrooms: 633 }",1544,617,2.5417,INLAND,178300
-118.01,34.15,32,"{total_rooms: 6597, total_bedrooms: 1579 }",3689,1459,3.2377,INLAND,184100
-117.98,34.14,27,"{total_rooms: 6341, total_bedrooms: 1289 }",2899,1192,3.6336,INLAND,235200
-117.99,34.14,30,"{total_rooms: 2346, total_bedrooms:  }",1988,474,2.5625,INLAND,153000
-118,34.13,24,"{total_rooms: 2584, total_bedrooms: 520 }",1869,503,3.2841,INLAND,167000
-118,34.14,31,"{total_rooms: 1298, total_bedrooms: 431 }",1131,425,1.0548,INLAND,178100
-118,34.14,39,"{total_rooms: 1302, total_bedrooms: 303 }",800,291,3.2723,INLAND,166900
-118,34.13,35,"{total_rooms: 1005, total_bedrooms: 224 }",742,221,3.5481,INLAND,158100
-117.99,34.13,37,"{total_rooms: 1568, total_bedrooms: 371 }",1618,350,2.9605,INLAND,129400
-117.99,34.12,37,"{total_rooms: 1527, total_bedrooms: 331 }",1504,324,3.2857,INLAND,130100
-117.99,34.12,35,"{total_rooms: 1040, total_bedrooms: 231 }",1040,242,2.5395,INLAND,139200
-118,34.12,37,"{total_rooms: 1340, total_bedrooms: 325 }",928,333,3.9219,INLAND,175000
-118,34.12,42,"{total_rooms: 870, total_bedrooms: 170 }",546,164,4.625,INLAND,173800
-118.01,34.13,38,"{total_rooms: 3374, total_bedrooms: 671 }",1906,640,4.0729,INLAND,212300
-118.01,34.12,43,"{total_rooms: 1185, total_bedrooms: 207 }",657,198,4.5491,INLAND,214800
-118.01,34.12,32,"{total_rooms: 1937, total_bedrooms: 332 }",922,340,3.94,INLAND,278400
-118.01,34.11,32,"{total_rooms: 1978, total_bedrooms: 536 }",826,470,2.5114,INLAND,212200
-118.01,34.11,43,"{total_rooms: 1858, total_bedrooms: 345 }",1054,329,3.5625,INLAND,211600
-118.01,34.11,36,"{total_rooms: 1722, total_bedrooms: 320 }",794,322,4.2132,INLAND,212200
-118.02,34.1,36,"{total_rooms: 1928, total_bedrooms: 361 }",1008,368,4.733,INLAND,233700
-118.02,34.1,36,"{total_rooms: 452, total_bedrooms: 80 }",248,83,1.9688,INLAND,226000
-118.02,34.11,39,"{total_rooms: 1504, total_bedrooms: 280 }",718,261,4.625,INLAND,219000
-118.03,34.1,38,"{total_rooms: 2301, total_bedrooms: 416 }",1079,398,4.4236,INLAND,233600
-118.03,34.1,30,"{total_rooms: 2773, total_bedrooms: 634 }",1376,540,2.7857,INLAND,201700
-118.03,34.1,31,"{total_rooms: 2647, total_bedrooms: 539 }",1473,520,3.94,INLAND,223900
-118.03,34.1,32,"{total_rooms: 2668, total_bedrooms: 609 }",1512,541,2.9422,INLAND,233100
-118.03,34.11,38,"{total_rooms: 2076, total_bedrooms: 361 }",988,332,5.9175,INLAND,416900
-118.04,34.11,44,"{total_rooms: 773, total_bedrooms: 120 }",405,121,5,INLAND,447100
-118.04,34.11,37,"{total_rooms: 1275, total_bedrooms: 177 }",598,174,7.1885,INLAND,500001
-118.05,34.11,42,"{total_rooms: 3677, total_bedrooms: 627 }",1779,622,5.1509,INLAND,426500
-118.04,34.13,39,"{total_rooms: 2485, total_bedrooms: 382 }",1072,342,6.0878,INLAND,430200
-118.04,34.12,39,"{total_rooms: 2522, total_bedrooms: 380 }",1113,357,5.2249,INLAND,445200
-118.04,34.12,44,"{total_rooms: 2007, total_bedrooms: 288 }",921,307,6.5989,INLAND,500001
-118.04,34.12,30,"{total_rooms: 2170, total_bedrooms: 318 }",984,309,5.6916,INLAND,500001
-118.05,34.12,20,"{total_rooms: 5218, total_bedrooms: 959 }",2302,850,3.55,INLAND,476700
-118.06,34.12,25,"{total_rooms: 3891, total_bedrooms: 848 }",1848,759,3.6639,INLAND,248100
-118.06,34.12,34,"{total_rooms: 2941, total_bedrooms: 558 }",1660,576,4.5667,INLAND,271500
-118.06,34.12,35,"{total_rooms: 2053, total_bedrooms: 369 }",1044,375,4.1875,INLAND,275400
-118.05,34.11,48,"{total_rooms: 1410, total_bedrooms: 304 }",677,274,3.2596,INLAND,272400
-118.06,34.11,36,"{total_rooms: 2178, total_bedrooms: 485 }",914,412,2.7656,INLAND,239500
-118.06,34.11,39,"{total_rooms: 2603, total_bedrooms: 547 }",1196,487,3.0854,INLAND,248700
-118.04,34.1,39,"{total_rooms: 2302, total_bedrooms: 412 }",1590,406,4.8017,INLAND,273800
-118.05,34.1,36,"{total_rooms: 1606, total_bedrooms: 318 }",889,294,4.7931,INLAND,272600
-118.06,34.1,38,"{total_rooms: 3229, total_bedrooms: 636 }",1599,609,3.8646,<1H OCEAN,257100
-118.06,34.1,42,"{total_rooms: 1576, total_bedrooms: 313 }",697,282,4.3523,<1H OCEAN,283600
-118.06,34.1,43,"{total_rooms: 1833, total_bedrooms: 355 }",786,334,3.5761,<1H OCEAN,256700
-118.06,34.1,38,"{total_rooms: 2438, total_bedrooms: 442 }",1308,461,3.6995,<1H OCEAN,260100
-118.04,34.1,38,"{total_rooms: 2317, total_bedrooms: 451 }",1155,426,4.1488,INLAND,235300
-118.04,34.09,34,"{total_rooms: 2597, total_bedrooms: 461 }",1542,470,4.6211,INLAND,248900
-118.05,34.1,30,"{total_rooms: 2143, total_bedrooms: 427 }",1107,416,4.2321,INLAND,252200
-118.05,34.1,42,"{total_rooms: 2065, total_bedrooms: 404 }",1313,402,4.0179,INLAND,274300
-118.06,34.09,38,"{total_rooms: 2036, total_bedrooms: 388 }",1096,371,4.0625,<1H OCEAN,262500
-118.06,34.1,38,"{total_rooms: 1960, total_bedrooms: 330 }",874,308,4.8594,<1H OCEAN,265900
-118.06,34.09,36,"{total_rooms: 1239, total_bedrooms: 238 }",717,237,3.244,<1H OCEAN,258100
-118.06,34.09,40,"{total_rooms: 1975, total_bedrooms: 389 }",1116,378,4.2898,<1H OCEAN,251600
-118.07,34.09,40,"{total_rooms: 1745, total_bedrooms: 370 }",1293,357,2.5474,<1H OCEAN,198100
-118.07,34.09,35,"{total_rooms: 1224, total_bedrooms: 267 }",887,276,4.0987,<1H OCEAN,202400
-118.08,34.09,33,"{total_rooms: 2557, total_bedrooms: 578 }",1715,530,2.9196,<1H OCEAN,208800
-118.08,34.09,34,"{total_rooms: 1823, total_bedrooms: 457 }",1485,401,3.7222,<1H OCEAN,207200
-118.08,34.09,32,"{total_rooms: 3214, total_bedrooms: 718 }",2316,751,3.7066,<1H OCEAN,206800
-118.04,34.09,34,"{total_rooms: 2001, total_bedrooms: 388 }",1461,397,3.8304,INLAND,183000
-118.04,34.08,35,"{total_rooms: 1148, total_bedrooms: 258 }",975,253,4.037,<1H OCEAN,173300
-118.04,34.09,32,"{total_rooms: 1339, total_bedrooms: 334 }",817,349,2.8333,INLAND,186000
-118.05,34.09,23,"{total_rooms: 602, total_bedrooms: 135 }",409,123,3.5268,<1H OCEAN,146400
-118.02,34.09,32,"{total_rooms: 1747, total_bedrooms: 399 }",1199,402,3.4286,INLAND,191800
-118.02,34.08,29,"{total_rooms: 2741, total_bedrooms: 667 }",2449,677,3.6944,INLAND,175200
-118.02,34.09,24,"{total_rooms: 2080, total_bedrooms: 514 }",1976,478,2.6917,INLAND,170000
-118.03,34.09,29,"{total_rooms: 1219, total_bedrooms: 338 }",1152,323,2.8029,INLAND,180900
-118.03,34.08,32,"{total_rooms: 1780, total_bedrooms: 484 }",1732,454,2.4464,INLAND,169600
-118,34.1,34,"{total_rooms: 2249, total_bedrooms: 460 }",1544,441,3.4005,INLAND,176300
-118.01,34.09,29,"{total_rooms: 3402, total_bedrooms: 747 }",2331,690,3.6094,INLAND,179200
-118.01,34.1,27,"{total_rooms: 2424, total_bedrooms: 542 }",1713,557,3.8085,INLAND,181400
-118.01,34.1,35,"{total_rooms: 2120, total_bedrooms: 412 }",1375,405,3.4609,INLAND,166300
-118,34.08,29,"{total_rooms: 2003, total_bedrooms: 401 }",1520,364,3.994,INLAND,195300
-118.01,34.08,30,"{total_rooms: 2281, total_bedrooms: 522 }",1969,500,3.6531,INLAND,166300
-118.02,34.08,28,"{total_rooms: 2769, total_bedrooms: 631 }",2452,581,2.6071,INLAND,175900
-118.01,34.08,35,"{total_rooms: 1852, total_bedrooms: 358 }",1414,347,4.275,INLAND,173600
-118.01,34.09,32,"{total_rooms: 1613, total_bedrooms: 361 }",1283,404,3.1944,INLAND,181700
-118,34.08,23,"{total_rooms: 1627, total_bedrooms: 318 }",1279,289,4.6467,INLAND,185100
-118.02,34.08,31,"{total_rooms: 2402, total_bedrooms: 632 }",2830,603,2.3333,INLAND,164200
-118.03,34.08,37,"{total_rooms: 775, total_bedrooms: 179 }",726,183,3.25,INLAND,159200
-118.03,34.08,42,"{total_rooms: 1597, total_bedrooms: 373 }",1311,352,2.9688,INLAND,162800
-118.04,34.07,52,"{total_rooms: 177, total_bedrooms: 59 }",269,75,2.3611,<1H OCEAN,131300
-118.05,34.08,34,"{total_rooms: 572, total_bedrooms: 154 }",752,182,2.0433,<1H OCEAN,138800
-118.05,34.08,25,"{total_rooms: 4909, total_bedrooms: 1422 }",4983,1293,2.7254,<1H OCEAN,143500
-118.05,34.08,30,"{total_rooms: 1572, total_bedrooms: 427 }",1857,428,2.4914,<1H OCEAN,159200
-118.06,34.08,37,"{total_rooms: 778, total_bedrooms: 205 }",850,198,2.5119,<1H OCEAN,180500
-118.06,34.08,34,"{total_rooms: 1197, total_bedrooms: 260 }",942,245,3.4202,<1H OCEAN,189100
-118.06,34.08,42,"{total_rooms: 1988, total_bedrooms: 402 }",1239,402,3.2569,<1H OCEAN,201500
-118.07,34.08,38,"{total_rooms: 2462, total_bedrooms: 553 }",1843,538,3.2312,<1H OCEAN,211900
-118.07,34.07,19,"{total_rooms: 1554, total_bedrooms: 393 }",1427,370,3.125,<1H OCEAN,207100
-118.07,34.08,37,"{total_rooms: 1210, total_bedrooms: 252 }",733,243,2.806,<1H OCEAN,214600
-118.05,34.07,32,"{total_rooms: 4492, total_bedrooms: 1075 }",4119,1035,3.2373,<1H OCEAN,183100
-118.06,34.07,30,"{total_rooms: 2308, total_bedrooms: 674 }",3034,691,2.3929,<1H OCEAN,184400
-118.03,34.07,37,"{total_rooms: 1091, total_bedrooms: 269 }",905,242,3.1042,<1H OCEAN,152000
-118.03,34.06,36,"{total_rooms: 1018, total_bedrooms: 305 }",1307,292,2.1453,<1H OCEAN,162100
-118.04,34.07,39,"{total_rooms: 1382, total_bedrooms: 315 }",1090,308,3.8125,<1H OCEAN,174000
-118.04,34.07,39,"{total_rooms: 2451, total_bedrooms: 649 }",2536,648,2.3098,<1H OCEAN,173100
-118.01,34.07,22,"{total_rooms: 6311, total_bedrooms: 1572 }",6666,1456,2.9334,INLAND,182600
-118.01,34.06,26,"{total_rooms: 557, total_bedrooms: 153 }",455,196,2.7721,INLAND,155400
-118.01,34.07,24,"{total_rooms: 5684, total_bedrooms: 1485 }",6626,1481,2.2559,INLAND,166800
-118.02,34.07,21,"{total_rooms: 3245, total_bedrooms: 959 }",3528,887,2.3236,INLAND,156300
-118.03,34.06,31,"{total_rooms: 1513, total_bedrooms: 389 }",1396,364,2.4706,<1H OCEAN,170600
-118.03,34.06,24,"{total_rooms: 2343, total_bedrooms: 834 }",3537,824,2.1094,<1H OCEAN,135200
-118.03,34.06,27,"{total_rooms: 2510, total_bedrooms: 783 }",3481,726,2.4875,<1H OCEAN,157800
-118.04,34.06,31,"{total_rooms: 957, total_bedrooms: 295 }",1300,287,2.1383,<1H OCEAN,153400
-118.04,34.06,30,"{total_rooms: 2019, total_bedrooms: 551 }",2481,484,3.1875,<1H OCEAN,154200
-118.04,34.06,39,"{total_rooms: 1258, total_bedrooms: 245 }",988,228,3.2132,<1H OCEAN,176100
-118.05,34.06,32,"{total_rooms: 2286, total_bedrooms: 654 }",2991,655,2.1781,<1H OCEAN,174500
-118.05,34.06,45,"{total_rooms: 531, total_bedrooms: 164 }",722,166,2.1406,<1H OCEAN,162500
-118.05,34.06,25,"{total_rooms: 1022, total_bedrooms: 291 }",1570,297,3.023,<1H OCEAN,142000
-118.06,34.06,28,"{total_rooms: 2127, total_bedrooms: 625 }",3160,620,2.5763,<1H OCEAN,173900
-118.06,34.06,28,"{total_rooms: 1778, total_bedrooms: 605 }",2184,574,1.9189,<1H OCEAN,165900
-118.07,34.07,31,"{total_rooms: 1370, total_bedrooms: 284 }",1062,277,3.5156,<1H OCEAN,199300
-118.08,34.07,32,"{total_rooms: 4089, total_bedrooms: 975 }",3775,955,3.29,<1H OCEAN,205500
-118.07,34.06,34,"{total_rooms: 2873, total_bedrooms: 718 }",2758,699,2.5985,<1H OCEAN,168600
-118.04,34.05,32,"{total_rooms: 1252, total_bedrooms: 273 }",1337,263,2.6579,<1H OCEAN,156800
-118.05,34.05,36,"{total_rooms: 1084, total_bedrooms: 202 }",920,199,3.7279,<1H OCEAN,162200
-118.06,34.04,28,"{total_rooms: 1516, total_bedrooms: 363 }",1011,344,2.6288,<1H OCEAN,160300
-118.03,34.06,24,"{total_rooms: 2469, total_bedrooms: 731 }",3818,712,2.5445,<1H OCEAN,151400
-118.04,34.05,34,"{total_rooms: 1058, total_bedrooms: 230 }",1043,229,3.0536,<1H OCEAN,137500
-118.04,34.04,35,"{total_rooms: 1734, total_bedrooms: 363 }",1527,344,3,<1H OCEAN,160600
-118.04,34.04,32,"{total_rooms: 1619, total_bedrooms: 323 }",1492,342,3.5,<1H OCEAN,165100
-118.05,34.04,33,"{total_rooms: 1348, total_bedrooms:  }",1098,257,4.2917,<1H OCEAN,161200
-118.06,34.03,36,"{total_rooms: 21, total_bedrooms: 7 }",21,9,2.375,<1H OCEAN,175000
-118.02,34.06,26,"{total_rooms: 2929, total_bedrooms: 970 }",3792,817,2.2577,<1H OCEAN,173800
-118.02,34.05,34,"{total_rooms: 1610, total_bedrooms: 513 }",2050,508,2.5562,<1H OCEAN,156300
-118.03,34.05,36,"{total_rooms: 1359, total_bedrooms: 317 }",1557,370,2.7955,<1H OCEAN,157500
-118.03,34.05,36,"{total_rooms: 1345, total_bedrooms: 331 }",1511,309,3.5129,<1H OCEAN,142300
-118.01,34.05,31,"{total_rooms: 1135, total_bedrooms: 355 }",1717,368,2.1602,<1H OCEAN,161700
-118.02,34.05,28,"{total_rooms: 991, total_bedrooms: 255 }",1145,265,2.3611,<1H OCEAN,167000
-118.02,34.05,33,"{total_rooms: 2464, total_bedrooms: 627 }",2932,568,3.0625,<1H OCEAN,165800
-118.02,34.04,28,"{total_rooms: 6175, total_bedrooms: 1449 }",5041,1408,2.8821,<1H OCEAN,158100
-118.09,34.18,34,"{total_rooms: 3113, total_bedrooms: 409 }",1139,418,10.2289,INLAND,500001
-118.07,34.17,34,"{total_rooms: 4062, total_bedrooms: 597 }",1525,566,7.8588,INLAND,454800
-118.07,34.17,36,"{total_rooms: 2415, total_bedrooms: 394 }",1215,413,5.5418,INLAND,326100
-118.07,34.17,35,"{total_rooms: 2142, total_bedrooms: 373 }",986,374,5.7051,INLAND,326000
-118.1,34.18,39,"{total_rooms: 2321, total_bedrooms: 336 }",880,339,7.7108,INLAND,450000
-118.11,34.19,50,"{total_rooms: 1430, total_bedrooms: 186 }",620,201,9.532,INLAND,483300
-118.12,34.19,52,"{total_rooms: 2405, total_bedrooms: 299 }",970,319,8.7835,INLAND,444100
-118.11,34.2,36,"{total_rooms: 4915, total_bedrooms: 725 }",1897,700,6.827,INLAND,359400
-118.13,34.2,46,"{total_rooms: 2676, total_bedrooms: 427 }",1022,395,6.4288,INLAND,295500
-118.13,34.19,48,"{total_rooms: 2539, total_bedrooms: 425 }",930,364,4.7269,INLAND,303900
-118.13,34.21,36,"{total_rooms: 1449, total_bedrooms: 235 }",621,210,6.1824,INLAND,274100
-118.13,34.2,45,"{total_rooms: 1213, total_bedrooms: 206 }",529,231,5.6629,INLAND,234000
-118.13,34.2,46,"{total_rooms: 1271, total_bedrooms: 236 }",573,210,4.9312,INLAND,240200
-118.13,34.19,43,"{total_rooms: 1621, total_bedrooms: 365 }",1015,329,2.92,INLAND,242200
-118.14,34.19,45,"{total_rooms: 3595, total_bedrooms: 619 }",1686,607,4.73,INLAND,201000
-118.14,34.2,39,"{total_rooms: 2569, total_bedrooms: 426 }",1282,432,5.0953,INLAND,207400
-118.15,34.2,37,"{total_rooms: 1997, total_bedrooms: 361 }",1037,363,3.7932,INLAND,210300
-118.15,34.2,52,"{total_rooms: 1786, total_bedrooms: 306 }",1018,322,4.1518,INLAND,182100
-118.15,34.2,46,"{total_rooms: 1505, total_bedrooms: 261 }",857,269,4.5,INLAND,184200
-118.15,34.21,34,"{total_rooms: 2765, total_bedrooms: 515 }",1422,438,5.4727,INLAND,238900
-118.15,34.19,48,"{total_rooms: 1854, total_bedrooms: 360 }",1126,382,3.2216,<1H OCEAN,161600
-118.15,34.19,47,"{total_rooms: 1717, total_bedrooms: 314 }",868,295,3.6094,<1H OCEAN,160700
-118.16,34.19,40,"{total_rooms: 1840, total_bedrooms: 358 }",1218,347,4.25,<1H OCEAN,177900
-118.16,34.2,43,"{total_rooms: 1810, total_bedrooms: 343 }",988,307,3.8203,<1H OCEAN,176000
-118.18,34.22,40,"{total_rooms: 1983, total_bedrooms: 298 }",853,271,5.9845,<1H OCEAN,241700
-118.19,34.22,32,"{total_rooms: 10626, total_bedrooms: 1504 }",4353,1482,9.8413,<1H OCEAN,500001
-118.21,34.22,37,"{total_rooms: 2260, total_bedrooms: 322 }",941,303,8.3695,<1H OCEAN,500001
-118.18,34.2,44,"{total_rooms: 1473, total_bedrooms: 250 }",668,239,8.72,<1H OCEAN,415900
-118.19,34.2,41,"{total_rooms: 2031, total_bedrooms: 294 }",859,302,7.419,<1H OCEAN,483700
-118.19,34.21,41,"{total_rooms: 1602, total_bedrooms: 228 }",680,225,6.553,<1H OCEAN,500001
-118.2,34.21,40,"{total_rooms: 1477, total_bedrooms: 228 }",609,224,7.8375,<1H OCEAN,500001
-118.2,34.21,42,"{total_rooms: 1493, total_bedrooms: 237 }",665,224,6.7571,<1H OCEAN,443900
-118.21,34.21,41,"{total_rooms: 1676, total_bedrooms: 263 }",757,255,4.7734,<1H OCEAN,450800
-118.22,34.23,34,"{total_rooms: 3296, total_bedrooms: 483 }",1268,478,8.4802,<1H OCEAN,500001
-118.21,34.22,39,"{total_rooms: 3008, total_bedrooms: 386 }",1240,370,9.2463,<1H OCEAN,500001
-118.22,34.22,39,"{total_rooms: 2686, total_bedrooms: 417 }",1094,402,7.0059,<1H OCEAN,500001
-118.23,34.22,37,"{total_rooms: 1376, total_bedrooms: 237 }",618,226,5.9771,<1H OCEAN,431800
-118.21,34.2,35,"{total_rooms: 3646, total_bedrooms: 552 }",1409,534,6.3794,<1H OCEAN,500001
-118.2,34.2,44,"{total_rooms: 2890, total_bedrooms: 438 }",1219,429,6.987,<1H OCEAN,500001
-118.18,34.19,48,"{total_rooms: 1371, total_bedrooms:  }",528,155,15.0001,<1H OCEAN,500001
-118.19,34.19,34,"{total_rooms: 2061, total_bedrooms: 260 }",825,254,15.0001,<1H OCEAN,500001
-118.2,34.19,38,"{total_rooms: 2176, total_bedrooms: 266 }",798,243,15.0001,<1H OCEAN,500001
-118.18,34.17,43,"{total_rooms: 4269, total_bedrooms: 591 }",1467,582,9.0702,<1H OCEAN,500001
-118.18,34.16,34,"{total_rooms: 5012, total_bedrooms: 746 }",1699,715,9.4987,<1H OCEAN,500001
-118.15,34.18,46,"{total_rooms: 2230, total_bedrooms: 488 }",1985,456,2.2328,<1H OCEAN,142100
-118.15,34.17,46,"{total_rooms: 2553, total_bedrooms: 558 }",1740,492,2.0278,<1H OCEAN,127500
-118.16,34.18,44,"{total_rooms: 1870, total_bedrooms: 389 }",1345,391,1.8932,<1H OCEAN,136100
-118.16,34.18,48,"{total_rooms: 568, total_bedrooms: 145 }",559,135,2.4135,<1H OCEAN,135700
-118.16,34.17,52,"{total_rooms: 1193, total_bedrooms: 228 }",703,221,3.1741,<1H OCEAN,163800
-118.17,34.18,44,"{total_rooms: 1401, total_bedrooms: 246 }",607,271,2.8472,<1H OCEAN,218800
-118.15,34.18,42,"{total_rooms: 1521, total_bedrooms: 320 }",1118,311,3.3125,<1H OCEAN,154900
-118.16,34.19,42,"{total_rooms: 2076, total_bedrooms: 462 }",1641,436,2.2326,<1H OCEAN,149200
-118.16,34.19,44,"{total_rooms: 2195, total_bedrooms: 449 }",1377,417,3.5887,<1H OCEAN,153500
-118.17,34.18,38,"{total_rooms: 1280, total_bedrooms: 231 }",828,237,4.375,<1H OCEAN,166700
-118.17,34.19,45,"{total_rooms: 1790, total_bedrooms: 316 }",1035,312,4.0985,<1H OCEAN,173100
-118.13,34.19,42,"{total_rooms: 2203, total_bedrooms: 412 }",1012,377,4.0714,INLAND,234000
-118.14,34.18,47,"{total_rooms: 3457, total_bedrooms: 622 }",1700,579,3.5164,<1H OCEAN,226500
-118.14,34.19,49,"{total_rooms: 1678, total_bedrooms: 277 }",737,287,3.7222,INLAND,237000
-118.15,34.19,38,"{total_rooms: 1750, total_bedrooms: 411 }",1398,409,2.3967,<1H OCEAN,163100
-118.1,34.18,47,"{total_rooms: 2168, total_bedrooms: 352 }",902,361,5.894,INLAND,300900
-118.11,34.18,52,"{total_rooms: 3571, total_bedrooms: 510 }",1434,490,5.9009,INLAND,376000
-118.12,34.18,44,"{total_rooms: 2357, total_bedrooms: 342 }",891,337,6.3467,INLAND,352700
-118.13,34.18,52,"{total_rooms: 3094, total_bedrooms: 519 }",1309,488,6.4223,INLAND,310900
-118.1,34.17,46,"{total_rooms: 1774, total_bedrooms: 315 }",753,330,4.7241,INLAND,279600
-118.1,34.17,48,"{total_rooms: 1111, total_bedrooms: 229 }",421,202,3.2813,INLAND,268100
-118.11,34.17,50,"{total_rooms: 3374, total_bedrooms: 598 }",1484,569,4.99,INLAND,261600
-118.11,34.17,46,"{total_rooms: 2837, total_bedrooms: 592 }",1453,549,3.1115,INLAND,234600
-118.12,34.18,47,"{total_rooms: 2344, total_bedrooms: 513 }",1537,481,3.4777,INLAND,230600
-118.13,34.18,52,"{total_rooms: 1464, total_bedrooms: 211 }",603,226,5.8309,INLAND,309100
-118.12,34.17,37,"{total_rooms: 2705, total_bedrooms: 676 }",1551,608,2.2692,INLAND,225000
-118.12,34.17,52,"{total_rooms: 1835, total_bedrooms: 330 }",777,317,3.7159,INLAND,315400
-118.13,34.17,52,"{total_rooms: 1784, total_bedrooms: 368 }",966,345,3.6094,<1H OCEAN,261500
-118.14,34.18,52,"{total_rooms: 1700, total_bedrooms: 317 }",996,329,3.9688,<1H OCEAN,175000
-118.14,34.17,52,"{total_rooms: 2667, total_bedrooms: 486 }",1681,504,4.0524,<1H OCEAN,173100
-118.14,34.17,42,"{total_rooms: 2757, total_bedrooms: 713 }",2112,653,2.7148,<1H OCEAN,166800
-118.14,34.18,50,"{total_rooms: 1493, total_bedrooms: 326 }",1000,323,3.3068,<1H OCEAN,154400
-118.14,34.17,40,"{total_rooms: 1054, total_bedrooms: 251 }",1056,276,2.3,<1H OCEAN,146700
-118.15,34.18,45,"{total_rooms: 2612, total_bedrooms: 664 }",3117,584,2.3029,<1H OCEAN,148800
-118.15,34.16,18,"{total_rooms: 1711, total_bedrooms: 383 }",1474,415,1.2891,<1H OCEAN,181300
-118.15,34.16,38,"{total_rooms: 2471, total_bedrooms: 529 }",1661,441,2.2765,<1H OCEAN,146600
-118.16,34.16,44,"{total_rooms: 1284, total_bedrooms: 278 }",925,261,1.7321,<1H OCEAN,178400
-118.16,34.17,46,"{total_rooms: 1508, total_bedrooms: 261 }",674,255,3.5909,<1H OCEAN,155400
-118.16,34.16,43,"{total_rooms: 1276, total_bedrooms: 226 }",545,209,4.1518,<1H OCEAN,230700
-118.16,34.16,52,"{total_rooms: 1576, total_bedrooms: 239 }",696,249,6.07,<1H OCEAN,261800
-118.16,34.15,19,"{total_rooms: 1721, total_bedrooms: 290 }",571,278,6.6031,<1H OCEAN,500001
-118.16,34.15,17,"{total_rooms: 821, total_bedrooms: 163 }",229,164,7.3715,<1H OCEAN,263000
-118.14,34.16,39,"{total_rooms: 2776, total_bedrooms: 840 }",2546,773,2.575,<1H OCEAN,153500
-118.14,34.15,52,"{total_rooms: 407, total_bedrooms: 160 }",227,148,1.5156,<1H OCEAN,187500
-118.15,34.15,52,"{total_rooms: 275, total_bedrooms: 123 }",273,111,1.1667,<1H OCEAN,500001
-118.15,34.16,52,"{total_rooms: 1925, total_bedrooms: 597 }",2258,594,1.6921,<1H OCEAN,162500
-118.15,34.15,49,"{total_rooms: 806, total_bedrooms: 199 }",698,172,2.3654,<1H OCEAN,137500
-118.14,34.17,34,"{total_rooms: 2384, total_bedrooms: 604 }",2073,540,2.3062,<1H OCEAN,158000
-118.14,34.16,30,"{total_rooms: 2598, total_bedrooms: 757 }",2869,769,2.1377,<1H OCEAN,142300
-118.15,34.16,20,"{total_rooms: 2410, total_bedrooms: 632 }",2135,578,1.6887,<1H OCEAN,148600
-118.15,34.17,36,"{total_rooms: 930, total_bedrooms: 280 }",1024,300,1.0846,<1H OCEAN,146400
-118.13,34.17,49,"{total_rooms: 1962, total_bedrooms: 435 }",1329,457,3.2898,<1H OCEAN,200000
-118.14,34.16,36,"{total_rooms: 2973, total_bedrooms: 807 }",2846,784,2.6217,<1H OCEAN,156300
-118.14,34.17,52,"{total_rooms: 2687, total_bedrooms: 600 }",1716,544,2.7201,<1H OCEAN,205700
-118.13,34.16,36,"{total_rooms: 2162, total_bedrooms: 658 }",1337,590,2.2095,<1H OCEAN,176700
-118.13,34.15,24,"{total_rooms: 1125, total_bedrooms: 341 }",579,321,2.8125,<1H OCEAN,141700
-118.14,34.15,41,"{total_rooms: 1256, total_bedrooms: 407 }",855,383,1.9923,<1H OCEAN,500001
-118.14,34.15,17,"{total_rooms: 1896, total_bedrooms: 674 }",971,652,0.8438,<1H OCEAN,175000
